image_id,label,graphemes
3737.png,দেরি,"['দে', 'রি']"
3738.png,হইয়ে,"['হ', 'ই', 'য়ে']"
3739.png,যায়,"['যা', 'য়']"
3740.png,আর,"['আ', 'র']"
3741.png,তু,['তু']
3742.png,ঢাকা,"['ঢা', 'কা']"
3743.png,বাংলাদেশের,"['বা', 'ং', 'লা', 'দে', 'শে', 'র']"
3744.png,রাজধানী,"['রা', 'জ', 'ধা', 'নী']"
3745.png,ইহা,"['ই', 'হা']"
3746.png,বুড়িগঙ্গা,"['বু', 'ড়ি', 'গ', 'ঙ্গা']"
3747.png,নদীর,"['ন', 'দী', 'র']"
3748.png,তীরে,"['তী', 'রে']"
3749.png,অবস্থিত,"['অ', 'ব', 'স্থি', 'ত']"
3750.png,অতি,"['অ', 'তি']"
3751.png,প্রাচীন,"['প্রা', 'চী', 'ন']"
3752.png,শহর,"['শ', 'হ', 'র']"
3753.png,কথিত,"['ক', 'থি', 'ত']"
3754.png,আছে,"['আ', 'ছে']"
3755.png,অধিষ্ঠাত্রী,"['অ', 'ধি', 'ষ্ঠা', 'ত্রী']"
3756.png,দেবী,"['দে', 'বী']"
3757.png,ঢাকের,"['ঢা', 'কে', 'র']"
3758.png,বাদ্য,"['বা', 'দ্য']"
3759.png,ভালোবাসতেন,"['ভা', 'লো', 'বা', 'স', 'তে', 'ন']"
3760.png,এ,['এ']
3761.png,জন্যেই,"['জ', 'ন্যে', 'ই']"
3762.png,এর,"['এ', 'র']"
3764.png,ঢক্কা,"['ঢ', 'ক্কা']"
3765.png,থেকে,"['থে', 'কে']"
3766.png,ঢাকা,"['ঢা', 'কা']"
3767.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
3768.png,আবা,"['আ', 'বা']"
3769.png,কারো,"['কা', 'রো']"
3770.png,কারো,"['কা', 'রো']"
3771.png,মতে,"['ম', 'তে']"
3772.png,ঢাক,"['ঢা', 'ক']"
3773.png,নামের,"['না', 'মে', 'র']"
3774.png,প্রচুর,"['প্র', 'চু', 'র']"
3775.png,ফুল,"['ফু', 'ল']"
3777.png,এখানে,"['এ', 'খা', 'নে']"
3778.png,এবং,"['এ', 'ব', 'ং']"
3779.png,সেই,"['সে', 'ই']"
3780.png,ঢাক,"['ঢা', 'ক']"
3781.png,শব্দ,"['শ', 'ব্দ']"
3782.png,থেকে,"['থে', 'কে']"
3783.png,ঢাকা,"['ঢা', 'কা']"
3784.png,শব্দের,"['শ', 'ব্দে', 'র']"
3785.png,উৎপত্তি,"['উ', 'ৎ', 'প', 'ত্তি']"
3786.png,মুঘল,"['মু', 'ঘ', 'ল']"
3787.png,সম্রাট,"['স', 'ম্রা', 'ট']"
3788.png,জাহাঙ্গীর,"['জা', 'হা', 'ঙ্গী', 'র']"
3789.png,এর,"['এ', 'র']"
3790.png,সময়ে,"['স', 'ম', 'য়ে']"
3791.png,সুবেদার,"['সু', 'বে', 'দা', 'র']"
3792.png,ইসলাম,"['ই', 'স', 'লা', 'ম']"
3793.png,খাঁর,"['খাঁ', 'র']"
3794.png,তত্ত্বাবধানে,"['ত', 'ত্ত্বা', 'ব', 'ধা', 'নে']"
3795.png,নতুনভাবে,"['ন', 'তু', 'ন', 'ভা', 'বে']"
3796.png,ঢাকা,"['ঢা', 'কা']"
3797.png,নগরী,"['ন', 'গ', 'রী']"
3798.png,গড়ে,"['গ', 'ড়ে']"
3799.png,উঠে,"['উ', 'ঠে']"
3800.png,এর,"['এ', 'র']"
3801.png,নাম,"['না', 'ম']"
3802.png,রাখা,"['রা', 'খা']"
3803.png,হয়,"['হ', 'য়']"
3805.png,নগর,"['ন', 'গ', 'র']"
3806.png,এ,['এ']
3807.png,সময়,"['স', 'ম', 'য়']"
3808.png,সম্রাট,"['স', 'ম্রা', 'ট']"
3810.png,রাজত্বকাল,"['রা', 'জ', 'ত্ব', 'কা', 'ল']"
3811.png,বীজগনিতে,"['বী', 'জ', 'গ', 'নি', 'তে']"
3812.png,অনেক,"['অ', 'নে', 'ক']"
3813.png,সমস্যা,"['স', 'ম', 'স্যা']"
3814.png,সমাধানে,"['স', 'মা', 'ধা', 'নে']"
3815.png,বীজগানিতিক,"['বী', 'জ', 'গা', 'নি', 'তি', 'ক']"
3816.png,সূত্র,"['সূ', 'ত্র']"
3817.png,ব্যবহার,"['ব্য', 'ব', 'হা', 'র']"
3818.png,হয়,"['হ', 'য়']"
3819.png,আবার,"['আ', 'বা', 'র']"
3820.png,অনেক,"['অ', 'নে', 'ক']"
3821.png,বীজগানিতিক,"['বী', 'জ', 'গা', 'নি', 'তি', 'ক']"
3822.png,রাশি,"['রা', 'শি']"
3823.png,বিশ্লেষন,"['বি', 'শ্লে', 'ষ', 'ন']"
3824.png,করে,"['ক', 'রে']"
3825.png,উৎপাদকের,"['উ', 'ৎ', 'পা', 'দ', 'কে', 'র']"
3826.png,মাধ্যমে,"['মা', 'ধ্য', 'মে']"
3827.png,উপস্থাপন,"['উ', 'প', 'স্থা', 'প', 'ন']"
3828.png,করা,"['ক', 'রা']"
3829.png,হয়ে,"['হ', 'য়ে']"
3830.png,থাকে,"['থা', 'কে']"
3831.png,তাই,"['তা', 'ই']"
3832.png,এ,['এ']
3833.png,অধ্যায়ে,"['অ', 'ধ্যা', 'য়ে']"
3834.png,বীজগানিতিক,"['বী', 'জ', 'গা', 'নি', 'তি', 'ক']"
3835.png,সূত্রের,"['সূ', 'ত্রে', 'র']"
3836.png,সাহায্যে,"['সা', 'হা', 'য্যে']"
3837.png,সমস্যা,"['স', 'ম', 'স্যা']"
3838.png,সমাধান,"['স', 'মা', 'ধা', 'ন']"
3839.png,এবং,"['এ', 'ব', 'ং']"
3840.png,রাশিকে,"['রা', 'শি', 'কে']"
3842.png,বিশ্লেষন,"['বি', 'শ্লে', 'ষ', 'ন']"
3844.png,তার,"['তা', 'র']"
3845.png,শিক্ষার্থীর,"['শি', 'ক্ষা', 'র্থী', 'র']"
3846.png,উপযোগী,"['উ', 'প', 'যো', 'গী']"
3847.png,করে,"['ক', 'রে']"
3848.png,উপস্থাপন,"['উ', 'প', 'স্থা', 'প', 'ন']"
3849.png,করা,"['ক', 'রা']"
3850.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
3851.png,অধিকন্তু,"['অ', 'ধি', 'ক', 'ন্তু']"
3852.png,নানাবিধ,"['না', 'না', 'বি', 'ধ']"
3853.png,গানিতিক,"['গা', 'নি', 'তি', 'ক']"
3854.png,সমস্যা,"['স', 'ম', 'স্যা']"
3855.png,বীজগানিতিক,"['বী', 'জ', 'গা', 'নি', 'তি', 'ক']"
3856.png,সূত্রের,"['সূ', 'ত্রে', 'র']"
3858.png,ব্যবহার,"['ব্য', 'ব', 'হা', 'র']"
3859.png,হয়,"['হ', 'য়']"
3860.png,পরাধীন,"['প', 'রা', 'ধী', 'ন']"
3861.png,জাতি,"['জা', 'তি']"
3862.png,বোঝে,"['বো', 'ঝে']"
3863.png,স্বাধীনতার,"['স্বা', 'ধী', 'ন', 'তা', 'র']"
3864.png,মর্ম,"['ম', 'র্ম']"
3865.png,কী,['কী']
3866.png,রক্ত,"['র', 'ক্ত']"
3867.png,ও,['ও']
3868.png,প্রানের,"['প্রা', 'নে', 'র']"
3869.png,বিনিময়ে,"['বি', 'নি', 'ম', 'য়ে']"
3870.png,স্বাধীনতা,"['স্বা', 'ধী', 'ন', 'তা']"
3871.png,অর্জন,"['অ', 'র্জ', 'ন']"
3872.png,করা,"['ক', 'রা']"
3873.png,হয়তো,"['হ', 'য়', 'তো']"
3874.png,সহজ,"['স', 'হ', 'জ']"
3875.png,কিন্তু,"['কি', 'ন্তু']"
3876.png,সেই,"['সে', 'ই']"
3877.png,স্বাধীনতা,"['স্বা', 'ধী', 'ন', 'তা']"
3878.png,রক্ষা,"['র', 'ক্ষা']"
3879.png,করা,"['ক', 'রা']"
3880.png,তার,"['তা', 'র']"
3881.png,চেয়ে,"['চে', 'য়ে']"
3882.png,বেশি,"['বে', 'শি']"
3883.png,দুুরূহ,"['দু', 'রূ', 'হ']"
3884.png,পরাধীনতার,"['প', 'রা', 'ধী', 'ন', 'তা', 'র']"
3885.png,জন্য,"['জ', 'ন্য']"
3886.png,বেঁচে,"['বেঁ', 'চে']"
3887.png,থাকতে,"['থা', 'ক', 'তে']"
3888.png,চায়,"['চা', 'য়']"
3889.png,না,['না']
3890.png,তাই,"['তা', 'ই']"
3891.png,স্বাধীনতার,"['স্বা', 'ধী', 'ন', 'তা', 'র']"
3892.png,জন্য,"['জ', 'ন্য']"
3893.png,মানুষ,"['মা', 'নু', 'ষ']"
3894.png,সংগ্রাম,"['স', 'ং', 'গ্রা', 'ম']"
3895.png,করে,"['ক', 'রে']"
3896.png,আন্দোলন,"['আ', 'ন্দো', 'ল', 'ন']"
3897.png,করে,"['ক', 'রে']"
3898.png,যুদ্ধ,"['যু', 'দ্ধ']"
3899.png,করে,"['ক', 'রে']"
3900.png,অনেক,"['অ', 'নে', 'ক']"
3901.png,অমূল্য,"['অ', 'মূ', 'ল্য']"
3902.png,জীবন,"['জী', 'ব', 'ন']"
3903.png,বিসর্জন,"['বি', 'স', 'র্জ', 'ন']"
3904.png,দিয়ে,"['দি', 'য়ে']"
3905.png,এবং,"['এ', 'ব', 'ং']"
3906.png,রক্তক্ষয়ী,"['র', 'ক্ত', 'ক্ষ', 'য়ী']"
3907.png,গাছপালা,"['গা', 'ছ', 'পা', 'লা']"
3908.png,ছায়া,"['ছা', 'য়া']"
3909.png,দিয়ে,"['দি', 'য়ে']"
3910.png,ফল,"['ফ', 'ল']"
3911.png,দিয়ে,"['দি', 'য়ে']"
3912.png,শাখা,"['শা', 'খা']"
3913.png,দিয়ে,"['দি', 'য়ে']"
3914.png,মানুষের,"['মা', 'নু', 'ষে', 'র']"
3915.png,উপকার,"['উ', 'প', 'কা', 'র']"
3916.png,করে,"['ক', 'রে']"
3917.png,পরের,"['প', 'রে', 'র']"
3918.png,সেবা,"['সে', 'বা']"
3919.png,করলেই,"['ক', 'র', 'লে', 'ই']"
3920.png,বৃক্ষের,"['বৃ', 'ক্ষে', 'র']"
3921.png,জীবন,"['জী', 'ব', 'ন']"
3922.png,ধন্য,"['ধ', 'ন্য']"
3923.png,মানুষের,"['মা', 'নু', 'ষে', 'র']"
3924.png,ও,['ও']
3925.png,উচিত,"['উ', 'চি', 'ত']"
3926.png,বৃক্ষের,"['বৃ', 'ক্ষে', 'র']"
3927.png,পরোপকারে,"['প', 'রো', 'প', 'কা', 'রে']"
3928.png,আদর্শ,"['আ', 'দ', 'র্শ']"
3929.png,জীবনকে,"['জী', 'ব', 'ন', 'কে']"
3930.png,অনুসরন,"['অ', 'নু', 'স', 'র', 'ন']"
3931.png,করা,"['ক', 'রা']"
3932.png,তাহলে,"['তা', 'হ', 'লে']"
3933.png,মানব,"['মা', 'ন', 'ব']"
3934.png,জীবন,"['জী', 'ব', 'ন']"
3935.png,ধন্য,"['ধ', 'ন্য']"
3936.png,ও,['ও']
3937.png,সার্থক,"['সা', 'র্থ', 'ক']"
3938.png,হবে,"['হ', 'বে']"
3939.png,বাংলাদেশের,"['বা', 'ং', 'লা', 'দে', 'শে', 'র']"
3940.png,পৃথিবীর,"['পৃ', 'থি', 'বী', 'র']"
3941.png,বিভিন্ন,"['বি', 'ভি', 'ন্ন']"
3942.png,দেশ,"['দে', 'শ']"
3943.png,থেকে,"['থে', 'কে']"
3944.png,নিয়মিত,"['নি', 'য়', 'মি', 'ত']"
3945.png,পন্য,"['প', 'ন্য']"
3946.png,আমদানি,"['আ', 'ম', 'দা', 'নি']"
3947.png,করা,"['ক', 'রা']"
3948.png,হয়,"['হ', 'য়']"
3949.png,সেগুলো,"['সে', 'গু', 'লো']"
3950.png,হলোঃ,"['হ', 'লো', 'ঃ']"
3951.png,চাল,"['চা', 'ল']"
3952.png,ডাল,"['ডা', 'ল']"
3953.png,গম,"['গ', 'ম']"
3954.png,তৈলবীজ,"['তৈ', 'ল', 'বী', 'জ']"
3955.png,তুলা,"['তু', 'লা']"
3956.png,অপরিশোধিত,"['অ', 'প', 'রি', 'শো', 'ধি', 'ত']"
3957.png,পেট্রোল,"['পে', 'ট্রো', 'ল']"
3958.png,ও,['ও']
3960.png,জাত,"['জা', 'ত']"
3961.png,দ্রব্য,"['দ্র', 'ব্য']"
3962.png,ভোজ্যতেল,"['ভো', 'জ্য', 'তে', 'ল']"
3963.png,সার,"['সা', 'র']"
3964.png,কৃষি,"['কৃ', 'ষি']"
3965.png,ও,['ও']
3966.png,শিল্প,"['শি', 'ল্প']"
3967.png,যন্ত্রপাতি,"['য', 'ন্ত্র', 'পা', 'তি']"
3968.png,সুতা,"['সু', 'তা']"
3969.png,প্রভৃতি,"['প্র', 'ভৃ', 'তি']"
3970.png,আর,"['আ', 'র']"
3971.png,যেসব,"['যে', 'স', 'ব']"
3972.png,দেশ,"['দে', 'শ']"
3973.png,থেকে,"['থে', 'কে']"
3974.png,আমদানি,"['আ', 'ম', 'দা', 'নি']"
3975.png,হয়,"['হ', 'য়']"
3976.png,তা,['তা']
3977.png,হলো,"['হ', 'লো']"
3978.png,জাপান,"['জা', 'পা', 'ন']"
3979.png,চীন,"['চী', 'ন']"
3980.png,ভারত,"['ভা', 'র', 'ত']"
3981.png,যুক্তরাষ্ট,"['যু', 'ক্ত', 'রা', 'ষ্ট']"
3982.png,ইত্যাদি,"['ই', 'ত্যা', 'দি']"
3983.png,এক,"['এ', 'ক']"
3984.png,সময়,"['স', 'ম', 'য়']"
3985.png,পাটজাত,"['পা', 'ট', 'জা', 'ত']"
3986.png,দ্রব্যই,"['দ্র', 'ব্য', 'ই']"
3987.png,ছিল,"['ছি', 'ল']"
3988.png,এদেশের,"['এ', 'দে', 'শে', 'র']"
3989.png,প্রধান,"['প্র', 'ধা', 'ন']"
3990.png,রপ্তানি,"['র', 'প্তা', 'নি']"
3991.png,পন্য,"['প', 'ন্য']"
3992.png,পাট,"['পা', 'ট']"
3993.png,ও,['ও']
3994.png,পাটজাত,"['পা', 'ট', 'জা', 'ত']"
3995.png,দ্রব্য,"['দ্র', 'ব্য']"
3996.png,যেমন,"['যে', 'ম', 'ন']"
3997.png,ব্যাগ,"['ব্যা', 'গ']"
3998.png,কার্পেট,"['কা', 'র্পে', 'ট']"
3999.png,প্রভৃতি,"['প্র', 'ভৃ', 'তি']"
4000.png,কিন্তু,"['কি', 'ন্তু']"
4001.png,বর্তমানে,"['ব', 'র্ত', 'মা', 'নে']"
4002.png,পাটের,"['পা', 'টে', 'র']"
4003.png,চাহিদা,"['চা', 'হি', 'দা']"
4004.png,কমে,"['ক', 'মে']"
4005.png,যাওয়ায়,"['যা', 'ও', 'য়া', 'য়']"
4006.png,চামড়াজাত,"['চা', 'ম', 'ড়া', 'জা', 'ত']"
4007.png,দ্রব্য,"['দ্র', 'ব্য']"
4008.png,হিমায়িত,"['হি', 'মা', 'য়ি', 'ত']"
4009.png,চিংড়ি,"['চি', 'ং', 'ড়ি']"
4010.png,তৈরী,"['তৈ', 'রী']"
4011.png,পোষাক,"['পো', 'ষা', 'ক']"
4012.png,চা,['চা']
4013.png,এবং,"['এ', 'ব', 'ং']"
4014.png,বিভিন্ন,"['বি', 'ভি', 'ন্ন']"
4015.png,খাদ্য,"['খা', 'দ্য']"
4016.png,দ্রব্য,"['দ্র', 'ব্য']"
4017.png,জার্মানি,"['জা', 'র্মা', 'নি']"
4018.png,যুক্তরাষ্ট,"['যু', 'ক্ত', 'রা', 'ষ্ট']"
4019.png,ফ্রান্স,"['ফ্রা', 'ন্স']"
4020.png,নেদার,"['নে', 'দা', 'র']"
4021.png,ইত্যাদি,"['ই', 'ত্যা', 'দি']"
4022.png,দেশে,"['দে', 'শে']"
4023.png,রপ্তানি,"['র', 'প্তা', 'নি']"
4024.png,করা,"['ক', 'রা']"
4025.png,হয়,"['হ', 'য়']"
4026.png,মাতার,"['মা', 'তা', 'র']"
4027.png,পরই,"['প', 'র', 'ই']"
4028.png,শিক্ষকের,"['শি', 'ক্ষ', 'কে', 'র']"
4029.png,মর্যাদা,"['ম', 'র্যা', 'দা']"
4030.png,শিক্ষক,"['শি', 'ক্ষ', 'ক']"
4031.png,পরম,"['প', 'র', 'ম']"
4032.png,ভক্তি,"['ভ', 'ক্তি']"
4033.png,ও,['ও']
4035.png,পাত্র,"['পা', 'ত্র']"
4036.png,পিতা,"['পি', 'তা']"
4037.png,মাতা,"['মা', 'তা']"
4038.png,সন্তানকে,"['স', 'ন্তা', 'ন', 'কে']"
4040.png,শুধু,"['শু', 'ধু']"
4041.png,লালন,"['লা', 'ল', 'ন']"
4042.png,পালন,"['পা', 'ল', 'ন']"
4043.png,করেন,"['ক', 'রে', 'ন']"
4044.png,পক্ষান্তরে,"['প', 'ক্ষা', 'ন্ত', 'রে']"
4045.png,শিশুদেরকে,"['শি', 'শু', 'দে', 'র', 'কে']"
4046.png,প্রকৃত,"['প্র', 'কৃ', 'ত']"
4048.png,গড়ে,"['গ', 'ড়ে']"
4049.png,তোলেন,"['তো', 'লে', 'ন']"
4050.png,একজন,"['এ', 'ক', 'জ', 'ন']"
4051.png,শিক্ষক,"['শি', 'ক্ষ', 'ক']"
4052.png,শিক্ষার্থীরা,"['শি', 'ক্ষা', 'র্থী', 'রা']"
4053.png,অনুকরণপ্রিয়,"['অ', 'নু', 'ক', 'র', 'ণ', 'প্রি', 'য়']"
4054.png,কাজেই,"['কা', 'জে', 'ই']"
4055.png,একজন,"['এ', 'ক', 'জ', 'ন']"
4056.png,শিক্ষার্থীদের,"['শি', 'ক্ষা', 'র্থী', 'দে', 'র']"
4057.png,যে,['যে']
4058.png,শিক্ষায়,"['শি', 'ক্ষা', 'য়']"
4059.png,শিক্ষিত,"['শি', 'ক্ষি', 'ত']"
4060.png,করবেন,"['ক', 'র', 'বে', 'ন']"
4061.png,শিক্ষার্থীরা,"['শি', 'ক্ষা', 'র্থী', 'রা']"
4062.png,তাই,"['তা', 'ই']"
4063.png,শিখবে,"['শি', 'খ', 'বে']"
4064.png,শিক্ষার্থীদের,"['শি', 'ক্ষা', 'র্থী', 'দে', 'র']"
4065.png,জীবনের,"['জী', 'ব', 'নে', 'র']"
4066.png,লক্ষ্য,"['ল', 'ক্ষ্য']"
4068.png,কী,['কী']
4069.png,হবে,"['হ', 'বে']"
4070.png,শিক্ষকরাই,"['শি', 'ক্ষ', 'ক', 'রা', 'ই']"
4071.png,ছোট,"['ছো', 'ট']"
4072.png,বেলায়,"['বে', 'লা', 'য়']"
4073.png,তা,['তা']
4074.png,শিখিয়ে,"['শি', 'খি', 'য়ে']"
4075.png,দেন,"['দে', 'ন']"
4076.png,শিক্ষকগণ,"['শি', 'ক্ষ', 'ক', 'গ', 'ণ']"
4077.png,শিক্ষার্থীদের,"['শি', 'ক্ষা', 'র্থী', 'দে', 'র']"
4078.png,ধর্মীয়,"['ধ', 'র্মী', 'য়']"
4079.png,নিয়ম,"['নি', 'য়', 'ম']"
4080.png,কানুন,"['কা', 'নু', 'ন']"
4081.png,আদব,"['আ', 'দ', 'ব']"
4082.png,কায়দা,"['কা', 'য়', 'দা']"
4083.png,শিষ্টাচার,"['শি', 'ষ্টা', 'চা', 'র']"
4084.png,বিনয়,"['বি', 'ন', 'য়']"
4085.png,নম্রতা,"['ন', 'ম্র', 'তা']"
4088.png,দয়া,"['দ', 'য়া']"
4089.png,সহানুভূতি,"['স', 'হা', 'নু', 'ভূ', 'তি']"
4090.png,ইত্যাদি,"['ই', 'ত্যা', 'দি']"
4091.png,শিক্ষা,"['শি', 'ক্ষা']"
4092.png,দিয়ে,"['দি', 'য়ে']"
4093.png,থাকেন,"['থা', 'কে', 'ন']"
4094.png,বাস্তবতার,"['বা', 'স্ত', 'ব', 'তা', 'র']"
4095.png,কড়া,"['ক', 'ড়া']"
4096.png,রোদে,"['রো', 'দে']"
4097.png,পুড়তে,"['পু', 'ড়', 'তে']"
4098.png,পুড়তে,"['পু', 'ড়', 'তে']"
4099.png,আজ,"['আ', 'জ']"
4100.png,আমি,"['আ', 'মি']"
4101.png,পিট,"['পি', 'ট']"
4102.png,কয়লা,"['ক', 'য়', 'লা']"
4103.png,হয়ে,"['হ', 'য়ে']"
4104.png,গেছি,"['গে', 'ছি']"
4105.png,যে,['যে']
4106.png,কয়লা,"['ক', 'য়', 'লা']"
4107.png,পুড়তে,"['পু', 'ড়', 'তে']"
4108.png,পুড়তে,"['পু', 'ড়', 'তে']"
4109.png,আর,"['আ', 'র']"
4110.png,পোড়ে,"['পো', 'ড়ে']"
4111.png,না,['না']
4112.png,তপ্ত,"['ত', 'প্ত']"
4113.png,গহ্বরে,"['গ', 'হ্ব', 'রে']"
4114.png,তলিয়ে,"['ত', 'লি', 'য়ে']"
4115.png,যেতে,"['যে', 'তে']"
4116.png,যেতে,"['যে', 'তে']"
4117.png,আবার,"['আ', 'বা', 'র']"
4118.png,শক্ত,"['শ', 'ক্ত']"
4119.png,মাটির,"['মা', 'টি', 'র']"
4120.png,শীতল,"['শী', 'ত', 'ল']"
4121.png,ছায়া,"['ছা', 'য়া']"
4122.png,পেয়েছে,"['পে', 'য়ে', 'ছে']"
4123.png,মেয়েটি,"['মে', 'য়ে', 'টি']"
4124.png,আর,"['আ', 'র']"
4125.png,সেই,"['সে', 'ই']"
4126.png,শীতল,"['শী', 'ত', 'ল']"
4127.png,ছায়া,"['ছা', 'য়া']"
4128.png,হলো,"['হ', 'লো']"
4129.png,ফেলে,"['ফে', 'লে']"
4130.png,আসা,"['আ', 'সা']"
4131.png,কিছু,"['কি', 'ছু']"
4132.png,মধুর,"['ম', 'ধু', 'র']"
4133.png,স্মৃতি,"['স্মৃ', 'তি']"
4134.png,যখন,"['য', 'খ', 'ন']"
4135.png,বাবা,"['বা', 'বা']"
4136.png,মারা,"['মা', 'রা']"
4137.png,গেল,"['গে', 'ল']"
4138.png,তখন,"['ত', 'খ', 'ন']"
4139.png,সবাই,"['স', 'বা', 'ই']"
4140.png,বলল,"['ব', 'ল', 'ল']"
4141.png,আছি,"['আ', 'ছি']"
4142.png,তো,['তো']
4143.png,আমরা,"['আ', 'ম', 'রা']"
4144.png,কিন্তু,"['কি', 'ন্তু']"
4145.png,সেদিনও,"['সে', 'দি', 'ন', 'ও']"
4146.png,মেয়েটি,"['মে', 'য়ে', 'টি']"
4147.png,বুঝতে,"['বু', 'ঝ', 'তে']"
4148.png,পারে,"['পা', 'রে']"
4149.png,নাই,"['না', 'ই']"
4150.png,যে,['যে']
4151.png,আমরা,"['আ', 'ম', 'রা']"
4152.png,আছি,"['আ', 'ছি']"
4153.png,তো,['তো']
4154.png,মানে,"['মা', 'নে']"
4155.png,কোনো,"['কো', 'নো']"
4156.png,গাছের,"['গা', 'ছে', 'র']"
4157.png,ছায়ার,"['ছা', 'য়া', 'র']"
4158.png,মত,"['ম', 'ত']"
4159.png,নয়,"['ন', 'য়']"
4160.png,বরং,"['ব', 'র', 'ং']"
4161.png,আকাশের,"['আ', 'কা', 'শে', 'র']"
4162.png,মেঘের,"['মে', 'ঘে', 'র']"
4163.png,মত,"['ম', 'ত']"
4164.png,যেটাকে,"['যে', 'টা', 'কে']"
4165.png,ধরা,"['ধ', 'রা']"
4166.png,যায়,"['যা', 'য়']"
4167.png,না,['না']
4168.png,তবে,"['ত', 'বে']"
4169.png,নতুন,"['ন', 'তু', 'ন']"
4170.png,করে,"['ক', 'রে']"
4171.png,পথ,"['প', 'থ']"
4172.png,চলার,"['চ', 'লা', 'র']"
4173.png,শক্তি,"['শ', 'ক্তি']"
4174.png,আমি,"['আ', 'মি']"
4175.png,মায়ের,"['মা', 'য়ে', 'র']"
4176.png,কাছে,"['কা', 'ছে']"
4177.png,পেয়েছি,"['পে', 'য়ে', 'ছি']"
4178.png,সকল,"['স', 'ক', 'ল']"
4179.png,বিক্রিয়ার,"['বি', 'ক্রি', 'য়া', 'র']"
4180.png,সাম্যাবস্থার,"['সা', 'ম্যা', 'ব', 'স্থা', 'র']"
4181.png,উপর,"['উ', 'প', 'র']"
4182.png,বিক্রিয়াকে,"['বি', 'ক্রি', 'য়া', 'কে']"
4183.png,ঘনমাত্রার,"['ঘ', 'ন', 'মা', 'ত্রা', 'র']"
4184.png,প্রভাব,"['প্র', 'ভা', 'ব']"
4185.png,রয়েছে,"['র', 'য়ে', 'ছে']"
4186.png,বিক্রিয়ার,"['বি', 'ক্রি', 'য়া', 'র']"
4189.png,যে,['যে']
4190.png,কোনো,"['কো', 'নো']"
4191.png,একটি,"['এ', 'ক', 'টি']"
4192.png,বিক্রিয়াকের,"['বি', 'ক্রি', 'য়া', 'কে', 'র']"
4193.png,ঘনমাত্রা,"['ঘ', 'ন', 'মা', 'ত্রা']"
4194.png,বাড়ালে,"['বা', 'ড়া', 'লে']"
4195.png,লা,['লা']
4196.png,শাতেলিয়ার,"['শা', 'তে', 'লি', 'য়া', 'র']"
4197.png,নীতি,"['নী', 'তি']"
4198.png,অনুসারে,"['অ', 'নু', 'সা', 'রে']"
4199.png,বিক্রিয়াকের,"['বি', 'ক্রি', 'য়া', 'কে', 'র']"
4200.png,ঘনমাত্রা,"['ঘ', 'ন', 'মা', 'ত্রা']"
4201.png,কমিয়ে,"['ক', 'মি', 'য়ে']"
4202.png,পরিবর্তনের,"['প', 'রি', 'ব', 'র্ত', 'নে', 'র']"
4203.png,ফলাফলকে,"['ফ', 'লা', 'ফ', 'ল', 'কে']"
4204.png,প্রশমিত,"['প্র', 'শ', 'মি', 'ত']"
4205.png,করার,"['ক', 'রা', 'র']"
4206.png,জন্য,"['জ', 'ন্য']"
4207.png,উৎপাদের,"['উ', 'ৎ', 'পা', 'দে', 'র']"
4208.png,পরিমান,"['প', 'রি', 'মা', 'ন']"
4209.png,বৃদ্ধি,"['বৃ', 'দ্ধি']"
4210.png,করতে,"['ক', 'র', 'তে']"
4211.png,হবে,"['হ', 'বে']"
4212.png,আমরা,"['আ', 'ম', 'রা']"
4213.png,বলতে,"['ব', 'ল', 'তে']"
4214.png,পারি,"['পা', 'রি']"
4215.png,এখানে,"['এ', 'খা', 'নে']"
4216.png,বিক্রিয়ার,"['বি', 'ক্রি', 'য়া', 'র']"
4217.png,সাম্যাবস্থা,"['সা', 'ম্যা', 'ব', 'স্থা']"
4218.png,ডান,"['ডা', 'ন']"
4219.png,দিকে,"['দি', 'কে']"
4220.png,অগ্রসর,"['অ', 'গ্র', 'স', 'র']"
4221.png,হয়,"['হ', 'য়']"
4222.png,একইভাবে,"['এ', 'ক', 'ই', 'ভা', 'বে']"
4223.png,বিক্রিয়ার,"['বি', 'ক্রি', 'য়া', 'র']"
4225.png,যেকোনো,"['যে', 'কো', 'নো']"
4226.png,একটি,"['এ', 'ক', 'টি']"
4227.png,উৎপাদনে,"['উ', 'ৎ', 'পা', 'দ', 'নে']"
4228.png,ঘনমাত্রা,"['ঘ', 'ন', 'মা', 'ত্রা']"
4229.png,বাড়ানো,"['বা', 'ড়া', 'নো']"
4230.png,হলে,"['হ', 'লে']"
4231.png,উৎপাদনে,"['উ', 'ৎ', 'পা', 'দ', 'নে']"
4232.png,পরিমান,"['প', 'রি', 'মা', 'ন']"
4233.png,কমানোর,"['ক', 'মা', 'নো', 'র']"
4234.png,জন্য,"['জ', 'ন্য']"
4235.png,বিক্রিয়াটির,"['বি', 'ক্রি', 'য়া', 'টি', 'র']"
4236.png,বিপরিত,"['বি', 'প', 'রি', 'ত']"
4237.png,দিকে,"['দি', 'কে']"
4238.png,ঘটতে,"['ঘ', 'ট', 'তে']"
4239.png,থাকে,"['থা', 'কে']"
4240.png,এবং,"['এ', 'ব', 'ং']"
4241.png,বিক্রিয়াকের,"['বি', 'ক্রি', 'য়া', 'কে', 'র']"
