image_id,label,graphemes
14449.png,গর্তে,"['গ', 'র্তে']"
5324.png,বিকল্প,"['বি', 'ক', 'ল্প']"
8563.png,পূর্ণ,"['পূ', 'র্ণ']"
12882.png,মাদ্রাসায়,"['মা', 'দ্রা', 'সা', 'য়']"
11134.png,ব্যাক্তিকে,"['ব্যা', 'ক্তি', 'কে']"
7640.png,প্রশিক্ষন,"['প্র', 'শি', 'ক্ষ', 'ন']"
6649.png,কুসুমের,"['কু', 'সু', 'মে', 'র']"
11331.png,ল্যাডিং,"['ল্যা', 'ডি', 'ং']"
910.png,ধানমন্ডি,"['ধা', 'ন', 'ম', 'ন্ডি']"
11849.png,ক্ষমতাগুলো,"['ক্ষ', 'ম', 'তা', 'গু', 'লো']"
17184.png,শেষভাগের,"['শে', 'ষ', 'ভা', 'গে', 'র']"
15790.png,করেন,"['ক', 'রে', 'ন']"
12400.png,মানুষকেই,"['মা', 'নু', 'ষ', 'কে', 'ই']"
9616.png,বাঁচে,"['বাঁ', 'চে']"
3113.png,দুরে,"['দু', 'রে']"
11753.png,ক্রমাগত,"['ক্র', 'মা', 'গ', 'ত']"
5887.png,আবির্ভাব,"['আ', 'বি', 'র্ভা', 'ব']"
14322.png,সংখ্যারীতি,"['স', 'ং', 'খ্যা', 'রী', 'তি']"
355.png,অন্ধবিশ্বাসের,"['অ', 'ন্ধ', 'বি', 'শ্বা', 'সে', 'র']"
9191.png,মায়ে,"['মা', 'য়ে']"
3385.png,অভাবে,"['অ', 'ভা', 'বে']"
15569.png,সম্ভাবনাময়,"['স', 'ম্ভা', 'ব', 'না', 'ম', 'য়']"
6360.png,করাচি,"['ক', 'রা', 'চি']"
14446.png,রয়,"['র', 'য়']"
17622.png,টাকে,"['টা', 'কে']"
5511.png,পরিবারগুলো,"['প', 'রি', 'বা', 'র', 'গু', 'লো']"
11274.png,দিঘাপতিয়া,"['দি', 'ঘা', 'প', 'তি', 'য়া']"
6306.png,বুঝলি,"['বু', 'ঝ', 'লি']"
5515.png,বর্তমানে,"['ব', 'র্ত', 'মা', 'নে']"
7474.png,ডিসেম্বর,"['ডি', 'সে', 'ম্ব', 'র']"
16851.png,নির্ভরশীল,"['নি', 'র্ভ', 'র', 'শী', 'ল']"
11598.png,গনের,"['গ', 'নে', 'র']"
5315.png,অর্ডার,"['অ', 'র্ডা', 'র']"
12513.png,ছুটে,"['ছু', 'টে']"
2725.png,কঠিন,"['ক', 'ঠি', 'ন']"
6006.png,সত্যিকার,"['স', 'ত্যি', 'কা', 'র']"
14724.png,ইতিহাসের,"['ই', 'তি', 'হা', 'সে', 'র']"
2774.png,এক,"['এ', 'ক']"
16484.png,কুপ্রবৃত্তি,"['কু', 'প্র', 'বৃ', 'ত্তি']"
6178.png,শে,['শে']
382.png,উপন্যাসে,"['উ', 'প', 'ন্যা', 'সে']"
14480.png,সম্পদ,"['স', 'ম্প', 'দ']"
9809.png,ততো,"['ত', 'তো']"
13911.png,মরিয়াছেন,"['ম', 'রি', 'য়া', 'ছে', 'ন']"
11630.png,ভগ্নাংশ,"['ভ', 'গ্না', 'ং', 'শ']"
12296.png,অনুধাবন,"['অ', 'নু', 'ধা', 'ব', 'ন']"
1496.png,পাবো,"['পা', 'বো']"
7115.png,চলি,"['চ', 'লি']"
11285.png,ভাওয়াল,"['ভা', 'ও', 'য়া', 'ল']"
11151.png,স্পষ্ট,"['স্প', 'ষ্ট']"
12025.png,পাগল,"['পা', 'গ', 'ল']"
11354.png,জয়স্টিক,"['জ', 'য়', 'স্টি', 'ক']"
12578.png,জিগ্যেস,"['জি', 'গ্যে', 'স']"
3852.png,নানাবিধ,"['না', 'না', 'বি', 'ধ']"
3232.png,করেছে,"['ক', 'রে', 'ছে']"
13955.png,তাঁহার,"['তাঁ', 'হা', 'র']"
6402.png,শাখায়,"['শা', 'খা', 'য়']"
16615.png,রপ্তানি,"['র', 'প্তা', 'নি']"
6435.png,বাকশক্তি,"['বা', 'ক', 'শ', 'ক্তি']"
7445.png,মানবাধিকারের,"['মা', 'ন', 'বা', 'ধি', 'কা', 'রে', 'র']"
11624.png,এটি,"['এ', 'টি']"
5833.png,সময়কাল,"['স', 'ম', 'য়', 'কা', 'ল']"
12510.png,দিয়ে,"['দি', 'য়ে']"
14954.png,বিধি,"['বি', 'ধি']"
6213.png,দৈনিক,"['দৈ', 'নি', 'ক']"
9566.png,চাচি,"['চা', 'চি']"
13242.png,মিলে,"['মি', 'লে']"
11386.png,পরত,"['প', 'র', 'ত']"
9908.png,পাঁচ,"['পাঁ', 'চ']"
14121.png,চিনি,"['চি', 'নি']"
11369.png,অর্থনীতির,"['অ', 'র্থ', 'নী', 'তি', 'র']"
2765.png,অমিল,"['অ', 'মি', 'ল']"
953.png,গনি,"['গ', 'নি']"
2759.png,উপাদান,"['উ', 'পা', 'দা', 'ন']"
11318.png,নকশা,"['ন', 'ক', 'শা']"
319.png,এরা,"['এ', 'রা']"
15075.png,রাষ্ট্রের,"['রা', 'ষ্ট্রে', 'র']"
9901.png,খাতে,"['খা', 'তে']"
13400.png,তাছাড়া,"['তা', 'ছা', 'ড়া']"
15629.png,কলকাতায়,"['ক', 'ল', 'কা', 'তা', 'য়']"
10215.png,পরিমাণে,"['প', 'রি', 'মা', 'ণে']"
7550.png,ফ্লাইট,"['ফ্লা', 'ই', 'ট']"
13395.png,দ্রত,"['দ্র', 'ত']"
17205.png,সিপাহী,"['সি', 'পা', 'হী']"
16215.png,মৃত্যু,"['মৃ', 'ত্যু']"
9777.png,হারানো,"['হা', 'রা', 'নো']"
12756.png,বিভিন্নভাবে,"['বি', 'ভি', 'ন্ন', 'ভা', 'বে']"
11945.png,পৃথিবী,"['পৃ', 'থি', 'বী']"
9624.png,চিরদিন,"['চি', 'র', 'দি', 'ন']"
10848.png,একচ্ছত্র,"['এ', 'ক', 'চ্ছ', 'ত্র']"
8590.png,ভাষারীতির,"['ভা', 'ষা', 'রী', 'তি', 'র']"
14522.png,অবস্থার,"['অ', 'ব', 'স্থা', 'র']"
13888.png,কি,['কি']
16436.png,জান্নাত,"['জা', 'ন্না', 'ত']"
11992.png,ভা,['ভা']
1980.png,ঘড়া,"['ঘ', 'ড়া']"
10639.png,যত,"['য', 'ত']"
8703.png,করেছিল,"['ক', 'রে', 'ছি', 'ল']"
13662.png,সংঘটিত,"['স', 'ং', 'ঘ', 'টি', 'ত']"
5090.png,সূর্য,['সূ']
1398.png,বিকাল,"['বি', 'কা', 'ল']"
12059.png,গেল,"['গে', 'ল']"
957.png,সেনাপতি,"['সে', 'না', 'প', 'তি']"
963.png,দেশকে,"['দে', 'শ', 'কে']"
4546.png,ত,['ত']
17125.png,দার্শনিক,"['দা', 'র্শ', 'নি', 'ক']"
14714.png,বায়ুদূষণ,"['বা', 'য়ু', 'দূ', 'ষ', 'ণ']"
10014.png,স্বাচ্ছন্দ্য,"['স্বা', 'চ্ছ', 'ন্দ্য']"
5294.png,কিছুই,"['কি', 'ছু', 'ই']"
4792.png,আল্লাহর,"['আ', 'ল্লা', 'হ', 'র']"
7013.png,তিনিই,"['তি', 'নি', 'ই']"
5541.png,প্রবীণরা,"['প্র', 'বী', 'ণ', 'রা']"
9213.png,শত্রুমুক্ত,"['শ', 'ত্রু', 'মু', 'ক্ত']"
122.png,মুদ্রা,"['মু', 'দ্রা']"
10064.png,পদার্থবিজ্ঞানের,"['প', 'দা', 'র্থ', 'বি', 'জ্ঞা', 'নে', 'র']"
9584.png,মামা,"['মা', 'মা']"
1891.png,চোখের,"['চো', 'খে', 'র']"
3266.png,থাকে,"['থা', 'কে']"
5450.png,উৎসব,"['উ', 'ৎ', 'স', 'ব']"
13684.png,জাতির,"['জা', 'তি', 'র']"
4705.png,প্রতিসরিত,"['প্র', 'তি', 'স', 'রি', 'ত']"
10374.png,লিখিই,"['লি', 'খি', 'ই']"
3569.png,মোজা,"['মো', 'জা']"
17355.png,শিক্ষার্থী,"['শি', 'ক্ষা', 'র্থী']"
7268.png,দৈনন্দিন,"['দৈ', 'ন', 'ন্দি', 'ন']"
6695.png,তথ্য,"['ত', 'থ্য']"
1049.png,বাঁকে,"['বাঁ', 'কে']"
6201.png,ঘটান,"['ঘ', 'টা', 'ন']"
13890.png,শুনিবার,"['শু', 'নি', 'বা', 'র']"
5404.png,বিস্তারিত,"['বি', 'স্তা', 'রি', 'ত']"
16826.png,প্রীতির,"['প্রী', 'তি', 'র']"
4733.png,সেটাকে,"['সে', 'টা', 'কে']"
14481.png,ক্রয়,"['ক্র', 'য়']"
15443.png,প্রধানত,"['প্র', 'ধা', 'ন', 'ত']"
10268.png,প্রকৃতি,"['প্র', 'কৃ', 'তি']"
918.png,গ্রেফতারের,"['গ্রে', 'ফ', 'তা', 'রে', 'র']"
3644.png,ছেলেমেয়েদের,"['ছে', 'লে', 'মে', 'য়ে', 'দে', 'র']"
2993.png,যেকোনো,"['যে', 'কো', 'নো']"
8970.png,শাক,"['শা', 'ক']"
259.png,জানত,"['জা', 'ন', 'ত']"
13885.png,আমায়,"['আ', 'মা', 'য়']"
874.png,কয়েকটি,"['ক', 'য়ে', 'ক', 'টি']"
6419.png,শব্দের,"['শ', 'ব্দে', 'র']"
5095.png,ওঠে,"['ও', 'ঠে']"
1637.png,শ,['শ']
8021.png,পণ্যই,"['প', 'ণ্য', 'ই']"
11342.png,যাহোক,"['যা', 'হো', 'ক']"
5167.png,শ্রাবণ,"['শ্রা', 'ব', 'ণ']"
16219.png,প্রত্যেক,"['প্র', 'ত্যে', 'ক']"
760.png,ঘর,"['ঘ', 'র']"
17587.png,পরিসরে,"['প', 'রি', 'স', 'রে']"
13830.png,সংস্কৃতিক,"['স', 'ং', 'স্কৃ', 'তি', 'ক']"
3150.png,এক্স,"['এ', 'ক্স']"
15066.png,নাম্বার,"['না', 'ম্বা', 'র']"
5145.png,মাস,"['মা', 'স']"
7611.png,জেট,"['জে', 'ট']"
8146.png,তামাক,"['তা', 'মা', 'ক']"
11860.png,বোধবুদ্ধি,"['বো', 'ধ', 'বু', 'দ্ধি']"
15325.png,মধ্যম,"['ম', 'ধ্য', 'ম']"
5333.png,মেটাতে,"['মে', 'টা', 'তে']"
1305.png,এদের,"['এ', 'দে', 'র']"
6614.png,ভরা,"['ভ', 'রা']"
4384.png,বেশির,"['বে', 'শি', 'র']"
13492.png,রাষ্ট্রক্ষমতা,"['রা', 'ষ্ট্র', 'ক্ষ', 'ম', 'তা']"
4114.png,তলিয়ে,"['ত', 'লি', 'য়ে']"
16452.png,আরামদায়ক,"['আ', 'রা', 'ম', 'দা', 'য়', 'ক']"
16843.png,ব্যাক্তিরা,"['ব্যা', 'ক্তি', 'রা']"
17872.png,শিক্ষায়,"['শি', 'ক্ষা', 'য়']"
6815.png,ইত্যাদি,"['ই', 'ত্যা', 'দি']"
1723.png,দুর্জন,"['দু', 'র্জ', 'ন']"
593.png,শয়তানের,"['শ', 'য়', 'তা', 'নে', 'র']"
15304.png,ইতিমধ্যে,"['ই', 'তি', 'ম', 'ধ্যে']"
10648.png,আপত্তি,"['আ', 'প', 'ত্তি']"
9689.png,গ্যালিলিও,"['গ্যা', 'লি', 'লি', 'ও']"
1872.png,তাও,"['তা', 'ও']"
2388.png,পরে,"['প', 'রে']"
26.png,কন্যা,"['ক', 'ন্যা']"
5413.png,হনে,"['হ', 'নে']"
9.png,দেখতে,"['দে', 'খ', 'তে']"
17910.png,পরিচয়,"['প', 'রি', 'চ', 'য়']"
288.png,হাতিয়ার,"['হা', 'তি', 'য়া', 'র']"
14686.png,প্রতিষ্টান,"['প্র', 'তি', 'ষ্টা', 'ন']"
12076.png,বেশিদূর,"['বে', 'শি', 'দূ', 'র']"
1426.png,রোড,"['রো', 'ড']"
7224.png,পড়বেন,"['প', 'ড়', 'বে', 'ন']"
15826.png,গোপনেই,"['গো', 'প', 'নে', 'ই']"
8143.png,চামড়াজাত,"['চা', 'ম', 'ড়া', 'জা', 'ত']"
6155.png,শিক্ষাক্রমের,"['শি', 'ক্ষা', 'ক্র', 'মে', 'র']"
4476.png,বিক্রিকে,"['বি', 'ক্রি', 'কে']"
12892.png,আত্মীয়,"['আ', 'ত্মী', 'য়']"
8723.png,কখনও,"['ক', 'খ', 'ন', 'ও']"
17447.png,দূরত্ব,"['দূ', 'র', 'ত্ব']"
7902.png,ভেবে,"['ভে', 'বে']"
9837.png,বাজে,"['বা', 'জে']"
7417.png,যাপনের,"['যা', 'প', 'নে', 'র']"
13613.png,ঠাকুরগাঁও,"['ঠা', 'কু', 'র', 'গাঁ', 'ও']"
12055.png,ছেলেটিকে,"['ছে', 'লে', 'টি', 'কে']"
5847.png,আদি,"['আ', 'দি']"
10922.png,সমাজে,"['স', 'মা', 'জে']"
13656.png,ভাঙ্গন,"['ভা', 'ঙ্গ', 'ন']"
15117.png,অন্য,"['অ', 'ন্য']"
4236.png,বিপরিত,"['বি', 'প', 'রি', 'ত']"
5483.png,গভীর,"['গ', 'ভী', 'র']"
7215.png,মিশে,"['মি', 'শে']"
13962.png,রাসূলুল্লাহ,"['রা', 'সূ', 'লু', 'ল্লা', 'হ']"
1459.png,ফেরা,"['ফে', 'রা']"
12068.png,দেখছে,"['দে', 'খ', 'ছে']"
2959.png,একমুহূর্ত,"['এ', 'ক', 'মু', 'হূ', 'র্ত']"
9070.png,ঘনমাত্রার,"['ঘ', 'ন', 'মা', 'ত্রা', 'র']"
5946.png,গুলি,"['গু', 'লি']"
7709.png,অত্যাচার,"['অ', 'ত্যা', 'চা', 'র']"
16444.png,পরিভাষায়,"['প', 'রি', 'ভা', 'ষা', 'য়']"
1789.png,পাটই,"['পা', 'ট', 'ই']"
12217.png,জ্বালানি,"['জ্বা', 'লা', 'নি']"
4140.png,বলল,"['ব', 'ল', 'ল']"
8392.png,দেশ,"['দে', 'শ']"
16181.png,ভাবতে,"['ভা', 'ব', 'তে']"
14910.png,কতগুলো,"['ক', 'ত', 'গু', 'লো']"
2742.png,দোকান,"['দো', 'কা', 'ন']"
12403.png,বিরোধ,"['বি', 'রো', 'ধ']"
12955.png,নিরাপত্তাবোধ,"['নি', 'রা', 'প', 'ত্তা', 'বো', 'ধ']"
2850.png,শীঘ্রই,"['শী', 'ঘ্র', 'ই']"
9579.png,কদম,"['ক', 'দ', 'ম']"
10451.png,লানো,"['লা', 'নো']"
15071.png,নামকরণ,"['না', 'ম', 'ক', 'র', 'ণ']"
2104.png,তে,['তে']
15321.png,নেতৃত্বে,"['নে', 'তৃ', 'ত্বে']"
15963.png,বচসা,"['ব', 'চ', 'সা']"
17342.png,ইউনিভার্সিটি,"['ই', 'উ', 'নি', 'ভা', 'র্সি', 'টি']"
17334.png,যারা,"['যা', 'রা']"
16960.png,অগ্রগতি,"['অ', 'গ্র', 'গ', 'তি']"
17675.png,বি,['বি']
4816.png,শিক্ষার্থীর,"['শি', 'ক্ষা', 'র্থী', 'র']"
654.png,পাই,"['পা', 'ই']"
805.png,রসায়নের,"['র', 'সা', 'য়', 'নে', 'র']"
974.png,ভালোবেসে,"['ভা', 'লো', 'বে', 'সে']"
3001.png,ভুমিকা,"['ভু', 'মি', 'কা']"
1361.png,মতো,"['ম', 'তো']"
14713.png,কোম্পানিগুলো,"['কো', 'ম্পা', 'নি', 'গু', 'লো']"
5437.png,আমরাও,"['আ', 'ম', 'রা', 'ও']"
7912.png,সমস্যাটা,"['স', 'ম', 'স্যা', 'টা']"
14395.png,ইদানিং,"['ই', 'দা', 'নি', 'ং']"
6680.png,তদ্রুপ,"['ত', 'দ্রু', 'প']"
6405.png,রেখেছেন,"['রে', 'খে', 'ছে', 'ন']"
12394.png,মানবতা,"['মা', 'ন', 'ব', 'তা']"
8664.png,শাস্তি,"['শা', 'স্তি']"
15795.png,শোনেন,"['শো', 'নে', 'ন']"
17221.png,ঔপনিবেশিক,"['ঔ', 'প', 'নি', 'বে', 'শি', 'ক']"
1011.png,জুড়ে,"['জু', 'ড়ে']"
2594.png,যথেষ্ট,"['য', 'থে', 'ষ্ট']"
13012.png,প্রানী,"['প্রা', 'নী']"
6524.png,পাশ,"['পা', 'শ']"
6671.png,স্নিগ্ধতা,"['স্নি', 'গ্ধ', 'তা']"
7899.png,চিরকুট,"['চি', 'র', 'কু', 'ট']"
16391.png,পক্ষের,"['প', 'ক্ষে', 'র']"
6171.png,মোহাম্মদ,"['মো', 'হা', 'ম্ম', 'দ']"
342.png,অন্তরায়,"['অ', 'ন্ত', 'রা', 'য়']"
988.png,দেই,"['দে', 'ই']"
5266.png,বদলানোর,"['ব', 'দ', 'লা', 'নো', 'র']"
1091.png,পাশে,"['পা', 'শে']"
7822.png,সফলতায়,"['স', 'ফ', 'ল', 'তা', 'য়']"
2261.png,সেগুলো,"['সে', 'গু', 'লো']"
743.png,খেলার,"['খে', 'লা', 'র']"
16748.png,মজুর,"['ম', 'জু', 'র']"
6061.png,তোমরা,"['তো', 'ম', 'রা']"
17.png,পুরী,"['পু', 'রী']"
10840.png,সকলেই,"['স', 'ক', 'লে', 'ই']"
1578.png,লেখ,"['লে', 'খ']"
6396.png,নাটক,"['না', 'ট', 'ক']"
2189.png,থাকবে,"['থা', 'ক', 'বে']"
9612.png,বেলা,"['বে', 'লা']"
11335.png,খেলত,"['খে', 'ল', 'ত']"
5415.png,উদাহরনের,"['উ', 'দা', 'হ', 'র', 'নে', 'র']"
12039.png,দেখেছি,"['দে', 'খে', 'ছি']"
5245.png,ফ্লেভার,"['ফ্লে', 'ভা', 'র']"
6022.png,জন্মভূমির,"['জ', 'ন্ম', 'ভূ', 'মি', 'র']"
8550.png,তেল,"['তে', 'ল']"
11251.png,পাহাড়,"['পা', 'হা', 'ড়']"
14562.png,যীশুখ্রিষ্টের,"['যী', 'শু', 'খ্রি', 'ষ্টে', 'র']"
11646.png,বিস্তারিতভাবে,"['বি', 'স্তা', 'রি', 'ত', 'ভা', 'বে']"
17598.png,ধাতুর,"['ধা', 'তু', 'র']"
1673.png,চলা,"['চ', 'লা']"
7794.png,যেগুলো,"['যে', 'গু', 'লো']"
310.png,যুগে,"['যু', 'গে']"
10107.png,সাধারণভাবে,"['সা', 'ধা', 'র', 'ণ', 'ভা', 'বে']"
1965.png,বার,"['বা', 'র']"
2374.png,কারন,"['কা', 'র', 'ন']"
3771.png,মতে,"['ম', 'তে']"
815.png,অ,['অ']
15014.png,রাখতে,"['রা', 'খ', 'তে']"
1907.png,দোলে,"['দো', 'লে']"
9598.png,বেলাই,"['বে', 'লা', 'ই']"
11159.png,ক্রুদ্ধ,"['ক্রু', 'দ্ধ']"
6877.png,বন্ধুর,"['ব', 'ন্ধু', 'র']"
11212.png,ঘুমায়,"['ঘু', 'মা', 'য়']"
16572.png,ধন্যবাদ,"['ধ', 'ন্য', 'বা', 'দ']"
9356.png,উপার্জন,"['উ', 'পা', 'র্জ', 'ন']"
9691.png,মহান,"['ম', 'হা', 'ন']"
15530.png,সম্প্রসারণ,"['স', 'ম্প্র', 'সা', 'র', 'ণ']"
9596.png,এখন,"['এ', 'খ', 'ন']"
17430.png,তাপমাত্রা,"['তা', 'প', 'মা', 'ত্রা']"
4970.png,আহমাদ,"['আ', 'হ', 'মা', 'দ']"
16307.png,অজস্র,"['অ', 'জ', 'স্র']"
3846.png,উপযোগী,"['উ', 'প', 'যো', 'গী']"
9808.png,মিথ্যে,"['মি', 'থ্যে']"
555.png,গোপাল,"['গো', 'পা', 'ল']"
3426.png,ভাই,"['ভা', 'ই']"
9571.png,দোহাই,"['দো', 'হা', 'ই']"
4204.png,প্রশমিত,"['প্র', 'শ', 'মি', 'ত']"
1494.png,বিক্রেতা,"['বি', 'ক্রে', 'তা']"
10998.png,পটভূমির,"['প', 'ট', 'ভূ', 'মি', 'র']"
4010.png,তৈরী,"['তৈ', 'রী']"
2042.png,আত্মিক,"['আ', 'ত্মি', 'ক']"
11125.png,খলিফার,"['খ', 'লি', 'ফা', 'র']"
5230.png,বহুল,"['ব', 'হু', 'ল']"
13647.png,বৃষ্টি,"['বৃ', 'ষ্টি']"
11597.png,রাসুল,"['রা', 'সু', 'ল']"
11148.png,তদীয়,"['ত', 'দী', 'য়']"
49.png,কত,"['ক', 'ত']"
11135.png,আপন,"['আ', 'প', 'ন']"
7807.png,স্বল্প,"['স্ব', 'ল্প']"
8620.png,যন্ত্র,"['য', 'ন্ত্র']"
2882.png,প্রথম,"['প্র', 'থ', 'ম']"
2321.png,প্রেক্ষিতে,"['প্রে', 'ক্ষি', 'তে']"
15361.png,দীর্ঘ,"['দী', 'র্ঘ']"
16326.png,সর্ব,"['স', 'র্ব']"
3607.png,সংখ্যক,"['স', 'ং', 'খ্য', 'ক']"
14623.png,দেন,"['দে', 'ন']"
16334.png,আঘাত,"['আ', 'ঘা', 'ত']"
3499.png,পরীর,"['প', 'রী', 'র']"
4304.png,তথা,"['ত', 'থা']"
6887.png,বাড়তে,"['বা', 'ড়', 'তে']"
17369.png,গর্বিত,"['গ', 'র্বি', 'ত']"
5253.png,পণ্যের,"['প', 'ণ্যে', 'র']"
3589.png,ঘরের,"['ঘ', 'রে', 'র']"
14652.png,তো,['তো']
2460.png,স্কুল,"['স্কু', 'ল']"
16380.png,ধীরে,"['ধী', 'রে']"
7842.png,কার্যক্রমের,"['কা', 'ক্র', 'মে', 'র']"
11581.png,কিতাব,"['কি', 'তা', 'ব']"
10662.png,অদ্বিতীয়,"['অ', 'দ্বি', 'তী', 'য়']"
11115.png,নামক,"['না', 'ম', 'ক']"
10850.png,বিজ,"['বি', 'জ']"
6748.png,নির্দিষ্ট,"['নি', 'র্দি', 'ষ্ট']"
6479.png,ডিপ্লোমা,"['ডি', 'প্লো', 'মা']"
17208.png,কোম্পানীর,"['কো', 'ম্পা', 'নী', 'র']"
13866.png,কাঁটার,"['কাঁ', 'টা', 'র']"
12350.png,মানবজীবন,"['মা', 'ন', 'ব', 'জী', 'ব', 'ন']"
16761.png,ব্য,['ব্য']
7222.png,সাফল্যর,"['সা', 'ফ', 'ল্য', 'র']"
17130.png,পুরোহিত,"['পু', 'রো', 'হি', 'ত']"
15278.png,পৃথক,"['পৃ', 'থ', 'ক']"
173.png,পন্যের,"['প', 'ন্যে', 'র']"
14504.png,জানা,"['জা', 'না']"
9525.png,তাহলে,"['তা', 'হ', 'লে']"
4584.png,থ্য,['থ্য']
5277.png,ই,['ই']
9291.png,অভাব,"['অ', 'ভা', 'ব']"
6987.png,তীরে,"['তী', 'রে']"
17433.png,বায়ু,"['বা', 'য়ু']"
3758.png,বাদ্য,"['বা', 'দ্য']"
9749.png,শক্তির,"['শ', 'ক্তি', 'র']"
5215.png,ছুড়ি,"['ছু', 'ড়ি']"
1144.png,উৎপাদিত,"['উ', 'ৎ', 'পা', 'দি', 'ত']"
12381.png,সংস্কৃতির,"['স', 'ং', 'স্কৃ', 'তি', 'র']"
12569.png,প্রবল,"['প্র', 'ব', 'ল']"
8725.png,বিজয়,"['বি', 'জ', 'য়']"
16240.png,অসুস্থ,"['অ', 'সু', 'স্থ']"
5902.png,রাজ,"['রা', 'জ']"
16246.png,পারবে,"['পা', 'র', 'বে']"
11580.png,আসমানি,"['আ', 'স', 'মা', 'নি']"
2644.png,প্রায়,"['প্রা', 'য়']"
11539.png,বেরঙের,"['বে', 'র', 'ঙে', 'র']"
14916.png,নাগরিকদের,"['না', 'গ', 'রি', 'ক', 'দে', 'র']"
16398.png,সুরে,"['সু', 'রে']"
8793.png,গোপালের,"['গো', 'পা', 'লে', 'র']"
15276.png,ওজন,"['ও', 'জ', 'ন']"
21.png,মানিক,"['মা', 'নি', 'ক']"
3574.png,তবু,"['ত', 'বু']"
12178.png,ব্যাবস্থা,"['ব্যা', 'ব', 'স্থা']"
5629.png,প্ররোচনায়,"['প্র', 'রো', 'চ', 'না', 'য়']"
11141.png,রাখিবে,"['রা', 'খি', 'বে']"
15020.png,দেবীর,"['দে', 'বী', 'র']"
7699.png,পূর্ব,"['পূ', 'র্ব']"
7998.png,পদার্থ,"['প', 'দা', 'র্থ']"
1905.png,মায়ের,"['মা', 'য়ে', 'র']"
341.png,বিকাশের,"['বি', 'কা', 'শে', 'র']"
3510.png,ঘামল,"['ঘা', 'ম', 'ল']"
15872.png,এগুলো,"['এ', 'গু', 'লো']"
4468.png,ব্যতিক্রম,"['ব্য', 'তি', 'ক্র', 'ম']"
16196.png,দূর,"['দূ', 'র']"
15616.png,লিট,"['লি', 'ট']"
1725.png,হলেও,"['হ', 'লে', 'ও']"
11208.png,ভোর,"['ভো', 'র']"
10265.png,সাম্য,"['সা', 'ম্য']"
13312.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
9035.png,দ্রব্যের,"['দ্র', 'ব্যে', 'র']"
13637.png,সমুদ্রে,"['স', 'মু', 'দ্রে']"
1544.png,আনছে,"['আ', 'ন', 'ছে']"
3397.png,কাটবে,"['কা', 'ট', 'বে']"
3270.png,রপ্তানিও,"['র', 'প্তা', 'নি', 'ও']"
5986.png,উৎসর্গ,"['উ', 'ৎ', 'স', 'র্গ']"
4233.png,কমানোর,"['ক', 'মা', 'নো', 'র']"
6305.png,দোষ,"['দো', 'ষ']"
4038.png,সন্তানকে,"['স', 'ন্তা', 'ন', 'কে']"
6574.png,বাছার,"['বা', 'ছা', 'র']"
15065.png,লাশের,"['লা', 'শে', 'র']"
10241.png,রাষ্ট্র,"['রা', 'ষ্ট্র']"
8333.png,সেদিন,"['সে', 'দি', 'ন']"
7593.png,প্রবেশ,"['প্র', 'বে', 'শ']"
6567.png,আই,"['আ', 'ই']"
5023.png,সুবিধার্থেই,"['সু', 'বি', 'ধা', 'র্থে', 'ই']"
5225.png,মুহূর্তে,"['মু', 'হূ', 'র্তে']"
12119.png,উঠা,"['উ', 'ঠা']"
7575.png,পাকিস্তানে,"['পা', 'কি', 'স্তা', 'নে']"
12335.png,শ্রেষ্ট,"['শ্রে', 'ষ্ট']"
3648.png,গ্রস্থ,"['গ্র', 'স্থ']"
903.png,নারকীয়,"['না', 'র', 'কী', 'য়']"
15763.png,আর্জন,"['আ', 'র্জ', 'ন']"
7837.png,আপেক্ষিক,"['আ', 'পে', 'ক্ষি', 'ক']"
8667.png,লাগতে,"['লা', 'গ', 'তে']"
9717.png,জীবদেহে,"['জী', 'ব', 'দে', 'হে']"
14673.png,পরিবেশেরও,"['প', 'রি', 'বে', 'শে', 'র', 'ও']"
5990.png,সার্থকতা,"['সা', 'র্থ', 'ক', 'তা']"
6720.png,প্রায়শই,"['প্রা', 'য়', 'শ', 'ই']"
9743.png,শোষণ,"['শো', 'ষ', 'ণ']"
1751.png,সনের,"['স', 'নে', 'র']"
14527.png,মানব,"['মা', 'ন', 'ব']"
1814.png,কয়েক,"['ক', 'য়ে', 'ক']"
9643.png,আমর,"['আ', 'ম', 'র']"
17898.png,লাগিয়ে,"['লা', 'গি', 'য়ে']"
2299.png,সম্ভাবনায়,"['স', 'ম্ভা', 'ব', 'না', 'য়']"
6.png,হাওয়ায়,"['হা', 'ও', 'য়া', 'য়']"
3380.png,হ্যাক,"['হ্যা', 'ক']"
17760.png,নেওয়ার,"['নে', 'ও', 'য়া', 'র']"
16890.png,এসময়,"['এ', 'স', 'ম', 'য়']"
1498.png,ফুটপাতের,"['ফু', 'ট', 'পা', 'তে', 'র']"
9950.png,বাঁঁধ,"['বাঁ', 'ধ']"
11267.png,কান্তজী,"['কা', 'ন্ত', 'জী']"
12968.png,বন্ধন,"['ব', 'ন্ধ', 'ন']"
4667.png,প্রতিফলনের,"['প্র', 'তি', 'ফ', 'ল', 'নে', 'র']"
6540.png,এটাই,"['এ', 'টা', 'ই']"
8338.png,দেখেছিলাম,"['দে', 'খে', 'ছি', 'লা', 'ম']"
6996.png,জ্যামিতিতে,"['জ্যা', 'মি', 'তি', 'তে']"
