image_id,label,graphemes
7581.png,স্কুলে,"['স্কু', 'লে']"
5530.png,খেলতে,"['খে', 'ল', 'তে']"
1877.png,সাড়া,"['সা', 'ড়া']"
10888.png,রঞ্জিত,"['র', 'ঞ্জি', 'ত']"
3688.png,হেসো,"['হে', 'সো']"
12795.png,শিখরে,"['শি', 'খ', 'রে']"
3652.png,ল্যবরেটরি,"['ল্য', 'ব', 'রে', 'ট', 'রি']"
3791.png,সুবেদার,"['সু', 'বে', 'দা', 'র']"
14800.png,শারীরিকভাবে,"['শা', 'রী', 'রি', 'ক', 'ভা', 'বে']"
12759.png,কাজেই,"['কা', 'জে', 'ই']"
14706.png,পরিবেশ,"['প', 'রি', 'বে', 'শ']"
12961.png,প্রতিষ্ঠার,"['প্র', 'তি', 'ষ্ঠা', 'র']"
11169.png,করিয়া,"['ক', 'রি', 'য়া']"
3578.png,পায়ে,"['পা', 'য়ে']"
12119.png,উঠা,"['উ', 'ঠা']"
15269.png,গ্রাম,"['গ্রা', 'ম']"
12144.png,সাফল্য,"['সা', 'ফ', 'ল্য']"
16816.png,স্বভাবজাত,"['স্ব', 'ভা', 'ব', 'জা', 'ত']"
12034.png,খেতে,"['খে', 'তে']"
849.png,কয়েছে,"['ক', 'য়ে', 'ছে']"
564.png,ভদ্রলোক,"['ভ', 'দ্র', 'লো', 'ক']"
16396.png,জবাবদিহিতা,"['জ', 'বা', 'ব', 'দি', 'হি', 'তা']"
686.png,যোগাযোগ,"['যো', 'গা', 'যো', 'গ']"
10000.png,সমৃদ্ধ,"['স', 'মৃ', 'দ্ধ']"
7764.png,হয়েছিলেন,"['হ', 'য়ে', 'ছি', 'লে', 'ন']"
7236.png,সফল,"['স', 'ফ', 'ল']"
10140.png,পরিবর্তন,"['প', 'রি', 'ব', 'র্ত', 'ন']"
6126.png,শিক্ষার্থীকে,"['শি', 'ক্ষা', 'র্থী', 'কে']"
4080.png,কানুন,"['কা', 'নু', 'ন']"
4560.png,টিকে,"['টি', 'কে']"
12575.png,আপু,"['আ', 'পু']"
14981.png,সেবাযত্ন,"['সে', 'বা', 'য', 'ত্ন']"
4949.png,পরিবেষ্টিত,"['প', 'রি', 'বে', 'ষ্টি', 'ত']"
757.png,বিনোদনের,"['বি', 'নো', 'দ', 'নে', 'র']"
1164.png,প্রতিবছর,"['প্র', 'তি', 'ব', 'ছ', 'র']"
11386.png,পরত,"['প', 'র', 'ত']"
16278.png,যেথা,"['যে', 'থা']"
195.png,ছাগল,"['ছা', 'গ', 'ল']"
17898.png,লাগিয়ে,"['লা', 'গি', 'য়ে']"
17860.png,প্রকৃত,"['প্র', 'কৃ', 'ত']"
14350.png,সৌন্দর্য,"['সৌ', 'ন্দ']"
11035.png,জ্বালালে,"['জ্বা', 'লা', 'লে']"
13222.png,আওতা,"['আ', 'ও', 'তা']"
2306.png,শিক্ষার,"['শি', 'ক্ষা', 'র']"
1310.png,সম্বন্ধে,"['স', 'ম্ব', 'ন্ধে']"
2707.png,যেকোনো,"['যে', 'কো', 'নো']"
3397.png,কাটবে,"['কা', 'ট', 'বে']"
14372.png,আবর্জনা,"['আ', 'ব', 'র্জ', 'না']"
13263.png,দূর,"['দূ', 'র']"
7611.png,জেট,"['জে', 'ট']"
14008.png,আধুনিক,"['আ', 'ধু', 'নি', 'ক']"
338.png,সুসংগত,"['সু', 'স', 'ং', 'গ', 'ত']"
6644.png,সিক্ত,"['সি', 'ক্ত']"
305.png,যুগ,"['যু', 'গ']"
17287.png,ব্যাখ্য,"['ব্যা', 'খ্য']"
8438.png,জন,"['জ', 'ন']"
3043.png,অনুন্নত,"['অ', 'নু', 'ন্ন', 'ত']"
7640.png,প্রশিক্ষন,"['প্র', 'শি', 'ক্ষ', 'ন']"
11598.png,গনের,"['গ', 'নে', 'র']"
3024.png,বারের,"['বা', 'রে', 'র']"
10837.png,মক্কায়,"['ম', 'ক্কা', 'য়']"
10357.png,লিখা,"['লি', 'খা']"
13538.png,জনবহুল,"['জ', 'ন', 'ব', 'হু', 'ল']"
7687.png,ভাগে,"['ভা', 'গে']"
6658.png,নীরবতা,"['নী', 'র', 'ব', 'তা']"
13680.png,গর্বের,"['গ', 'র্বে', 'র']"
15561.png,স্বনির্ভর,"['স্ব', 'নি', 'র্ভ', 'র']"
12980.png,উঠলে,"['উ', 'ঠ', 'লে']"
12985.png,প্রগতির,"['প্র', 'গ', 'তি', 'র']"
10276.png,নাগরিকতা,"['না', 'গ', 'রি', 'ক', 'তা']"
13261.png,ব্যবসায়ের,"['ব্য', 'ব', 'সা', 'য়ে', 'র']"
17913.png,যথাযথ,"['য', 'থা', 'য', 'থ']"
1467.png,বিড়ি,"['বি', 'ড়ি']"
6323.png,ভালোর,"['ভা', 'লো', 'র']"
9080.png,বাড়ালে,"['বা', 'ড়া', 'লে']"
9923.png,বাঁঁধ,"['বাঁ', 'ধ']"
7709.png,অত্যাচার,"['অ', 'ত্যা', 'চা', 'র']"
208.png,সংস্থান,"['স', 'ং', 'স্থা', 'ন']"
12199.png,ইন্টারনেটের,"['ই', 'ন্টা', 'র', 'নে', 'টে', 'র']"
11650.png,ভগ্নাংশের,"['ভ', 'গ্না', 'ং', 'শে', 'র']"
3534.png,বসি,"['ব', 'সি']"
6382.png,কবি,"['ক', 'বি']"
1424.png,ফেরার,"['ফে', 'রা', 'র']"
15799.png,পোষণ,"['পো', 'ষ', 'ণ']"
17223.png,ভারতীয়,"['ভা', 'র', 'তী', 'য়']"
5410.png,ঐগুলো,"['ঐ', 'গু', 'লো']"
6302.png,তোদের,"['তো', 'দে', 'র']"
12284.png,মানুষকে,"['মা', 'নু', 'ষ', 'কে']"
6708.png,সম্পাদনের,"['স', 'ম্পা', 'দ', 'নে', 'র']"
14287.png,এরিস্টটলের,"['এ', 'রি', 'স্ট', 'ট', 'লে', 'র']"
10761.png,স্থান,"['স্থা', 'ন']"
17103.png,প্রবীনদের,"['প্র', 'বী', 'ন', 'দে', 'র']"
845.png,লেখার,"['লে', 'খা', 'র']"
7661.png,এতে,"['এ', 'তে']"
7437.png,কেড়ে,"['কে', 'ড়ে']"
13335.png,ক্ষমা,"['ক্ষ', 'মা']"
4968.png,পান,"['পা', 'ন']"
5826.png,যুক্তি,"['যু', 'ক্তি']"
7763.png,শহীদ,"['শ', 'হী', 'দ']"
315.png,দলবদ্ধভাবে,"['দ', 'ল', 'ব', 'দ্ধ', 'ভা', 'বে']"
1163.png,বাংলাদেশ,"['বা', 'ং', 'লা', 'দে', 'শ']"
12979.png,মানসিকতা,"['মা', 'ন', 'সি', 'ক', 'তা']"
16307.png,অজস্র,"['অ', 'জ', 'স্র']"
9436.png,উদ্ধৃত,"['উ', 'দ্ধৃ', 'ত']"
16461.png,জান্নাতে,"['জা', 'ন্না', 'তে']"
16367.png,হল,"['হ', 'ল']"
5819.png,মুহাম্মদ,"['মু', 'হা', 'ম্ম', 'দ']"
1398.png,বিকাল,"['বি', 'কা', 'ল']"
100.png,দুটোই,"['দু', 'টো', 'ই']"
6913.png,কুটির,"['কু', 'টি', 'র']"
17773.png,জানাচ্ছি,"['জা', 'না', 'চ্ছি']"
10959.png,এক্ষেত্রে,"['এ', 'ক্ষে', 'ত্রে']"
2367.png,প্রবীন,"['প্র', 'বী', 'ন']"
15650.png,নেয়,"['নে', 'য়']"
11880.png,আলোকিত,"['আ', 'লো', 'কি', 'ত']"
13242.png,মিলে,"['মি', 'লে']"
9616.png,বাঁচে,"['বাঁ', 'চে']"
16000.png,স্বাস্থ,"['স্বা', 'স্থ']"
13385.png,সরন,"['স', 'র', 'ন']"
1707.png,পরিহার,"['প', 'রি', 'হা', 'র']"
7728.png,যেই,"['যে', 'ই']"
16287.png,নাই,"['না', 'ই']"
9540.png,খাতাটা,"['খা', 'তা', 'টা']"
15698.png,সময়ই,"['স', 'ম', 'য়', 'ই']"
836.png,বোঝার,"['বো', 'ঝা', 'র']"
4107.png,পুড়তে,"['পু', 'ড়', 'তে']"
7869.png,সংগঠনগুলোর,"['স', 'ং', 'গ', 'ঠ', 'ন', 'গু', 'লো', 'র']"
12602.png,সালের,"['সা', 'লে', 'র']"
7256.png,শৃঙ্খলা,"['শৃ', 'ঙ্খ', 'লা']"
13829.png,সমাজিক,"['স', 'মা', 'জি', 'ক']"
2631.png,বনের,"['ব', 'নে', 'র']"
6358.png,যোগ,"['যো', 'গ']"
16999.png,আই,"['আ', 'ই']"
5617.png,নিঃসঙ্গ,"['নি', 'ঃ', 'স', 'ঙ্গ']"
13700.png,সত্য,"['স', 'ত্য']"
298.png,যুগের,"['যু', 'গে', 'র']"
15135.png,চারিদিকে,"['চা', 'রি', 'দি', 'কে']"
7916.png,আপনাদের,"['আ', 'প', 'না', 'দে', 'র']"
3755.png,অধিষ্ঠাত্রী,"['অ', 'ধি', 'ষ্ঠা', 'ত্রী']"
9460.png,প্রানের,"['প্রা', 'নে', 'র']"
5941.png,মার্শাল,"['মা', 'র্শা', 'ল']"
4156.png,গাছের,"['গা', 'ছে', 'র']"
6601.png,ফাগুনে,"['ফা', 'গু', 'নে']"
12184.png,সাবলম্বী,"['সা', 'ব', 'ল', 'ম্বী']"
3864.png,মর্ম,"['ম', 'র্ম']"
400.png,দিকটিকে,"['দি', 'ক', 'টি', 'কে']"
10336.png,লাখে,"['লা', 'খে']"
13706.png,গভীর,"['গ', 'ভী', 'র']"
12888.png,সামাদের,"['সা', 'মা', 'দে', 'র']"
3373.png,মনটা,"['ম', 'ন', 'টা']"
13459.png,ব্যতিক্রম,"['ব্য', 'তি', 'ক্র', 'ম']"
4204.png,প্রশমিত,"['প্র', 'শ', 'মি', 'ত']"
7078.png,পটভূমিতে,"['প', 'ট', 'ভূ', 'মি', 'তে']"
16978.png,স্বাস্থ্য,"['স্বা', 'স্থ্য']"
6515.png,আচ্ছা,"['আ', 'চ্ছা']"
8086.png,চাইতেন,"['চা', 'ই', 'তে', 'ন']"
12055.png,ছেলেটিকে,"['ছে', 'লে', 'টি', 'কে']"
6255.png,প্রচন্ড,"['প্র', 'চ', 'ন্ড']"
6408.png,খেয়াল,"['খে', 'য়া', 'ল']"
16992.png,এক্স,"['এ', 'ক্স']"
15185.png,অন্যতম,"['অ', 'ন্য', 'ত', 'ম']"
6347.png,বায়োলজিতে,"['বা', 'য়ো', 'ল', 'জি', 'তে']"
14820.png,বেশিরভাগ,"['বে', 'শি', 'র', 'ভা', 'গ']"
3624.png,প্রয়োজনীয়,"['প্র', 'য়ো', 'জ', 'নী', 'য়']"
10453.png,লালান,"['লা', 'লা', 'ন']"
15026.png,পাতার,"['পা', 'তা', 'র']"
10090.png,দাঁড়িয়েছে,"['দাঁ', 'ড়ি', 'য়ে', 'ছে']"
7848.png,প্রভাবের,"['প্র', 'ভা', 'বে', 'র']"
14922.png,সরকারী,"['স', 'র', 'কা', 'রী']"
16398.png,সুরে,"['সু', 'রে']"
16177.png,থাকতে,"['থা', 'ক', 'তে']"
15644.png,যথার্থ,"['য', 'থা', 'র্থ']"
16240.png,অসুস্থ,"['অ', 'সু', 'স্থ']"
14749.png,আনুষ্ঠানিক,"['আ', 'নু', 'ষ্ঠা', 'নি', 'ক']"
1409.png,শাহবাগের,"['শা', 'হ', 'বা', 'গে', 'র']"
9921.png,জলবিদ্যুৎ,"['জ', 'ল', 'বি', 'দ্যু', 'ৎ']"
10410.png,আসলে,"['আ', 'স', 'লে']"
6004.png,মধ্যেই,"['ম', 'ধ্যে', 'ই']"
4476.png,বিক্রিকে,"['বি', 'ক্রি', 'কে']"
16116.png,গেটে,"['গে', 'টে']"
1752.png,প্রথম,"['প্র', 'থ', 'ম']"
17366.png,বিশ্ববিদ্যা,"['বি', 'শ্ব', 'বি', 'দ্যা']"
17084.png,দেয়া,"['দে', 'য়া']"
7584.png,শ্রেনী,"['শ্রে', 'নী']"
9776.png,সব,"['স', 'ব']"
989.png,ছুয়ে,"['ছু', 'য়ে']"
3155.png,ক্যান,"['ক্যা', 'ন']"
7786.png,লাভজনক,"['লা', 'ভ', 'জ', 'ন', 'ক']"
11975.png,সন্দেহ,"['স', 'ন্দে', 'হ']"
7797.png,অর্থনৈতি,"['অ', 'র্থ', 'নৈ', 'তি']"
4679.png,বিন্দুতে,"['বি', 'ন্দু', 'তে']"
5016.png,লিপিবদ্ধ,"['লি', 'পি', 'ব', 'দ্ধ']"
5568.png,কর্তৃত্ব,"['ক', 'র্তৃ', 'ত্ব']"
9809.png,ততো,"['ত', 'তো']"
3491.png,উঠেছিল,"['উ', 'ঠে', 'ছি', 'ল']"
7953.png,প্রক্রিয়াকে,"['প্র', 'ক্রি', 'য়া', 'কে']"
6428.png,চল্লিশ,"['চ', 'ল্লি', 'শ']"
15626.png,সাবান,"['সা', 'বা', 'ন']"
6267.png,সরিয়ে,"['স', 'রি', 'য়ে']"
10703.png,দুঃখের,"['দু', 'ঃ', 'খে', 'র']"
10129.png,পদার্থবিজ্ঞান,"['প', 'দা', 'র্থ', 'বি', 'জ্ঞা', 'ন']"
2734.png,কাজকে,"['কা', 'জ', 'কে']"
7191.png,উভয়,"['উ', 'ভ', 'য়']"
10262.png,আইন,"['আ', 'ই', 'ন']"
3786.png,মুঘল,"['মু', 'ঘ', 'ল']"
10697.png,আস্তে,"['আ', 'স্তে']"
17702.png,হওয়া,"['হ', 'ও', 'য়া']"
11438.png,বেইমানি,"['বে', 'ই', 'মা', 'নি']"
8459.png,দক্ষিনে,"['দ', 'ক্ষি', 'নে']"
16154.png,ভাবছিল,"['ভা', 'ব', 'ছি', 'ল']"
10154.png,প্রভাবে,"['প্র', 'ভা', 'বে']"
17035.png,বাবার,"['বা', 'বা', 'র']"
5205.png,চাইলেই,"['চা', 'ই', 'লে', 'ই']"
3901.png,অমূল্য,"['অ', 'মূ', 'ল্য']"
4076.png,শিক্ষকগণ,"['শি', 'ক্ষ', 'ক', 'গ', 'ণ']"
186.png,বানিজ্যের,"['বা', 'নি', 'জ্যে', 'র']"
674.png,কয়েকটা,"['ক', 'য়ে', 'ক', 'টা']"
1828.png,দ্বারা,"['দ্বা', 'রা']"
7837.png,আপেক্ষিক,"['আ', 'পে', 'ক্ষি', 'ক']"
7775.png,পারবো,"['পা', 'র', 'বো']"
11442.png,বিরুদ্ধে,"['বি', 'রু', 'দ্ধে']"
8425.png,আয়তনের,"['আ', 'য়', 'ত', 'নে', 'র']"
9678.png,পরিশ্রম,"['প', 'রি', 'শ্র', 'ম']"
10710.png,পৃষ্ঠে,"['পৃ', 'ষ্ঠে']"
12805.png,করাকে,"['ক', 'রা', 'কে']"
13639.png,ঘূর্ণিঝড়,"['ঘূ', 'র্ণি', 'ঝ', 'ড়']"
13266.png,অংশীদারি,"['অ', 'ং', 'শী', 'দা', 'রি']"
14796.png,প্রান্তে,"['প্রা', 'ন্তে']"
4967.png,ঘাম,"['ঘা', 'ম']"
9221.png,সেসব,"['সে', 'স', 'ব']"
4133.png,স্মৃতি,"['স্মৃ', 'তি']"
10501.png,তারা,"['তা', 'রা']"
7770.png,ঋণ,"['ঋ', 'ণ']"
11147.png,করিবে,"['ক', 'রি', 'বে']"
1655.png,মাফ,"['মা', 'ফ']"
16253.png,যত,"['য', 'ত']"
760.png,ঘর,"['ঘ', 'র']"
3317.png,বৃদ্ধদের,"['বৃ', 'দ্ধ', 'দে', 'র']"
3668.png,সারারাত,"['সা', 'রা', 'রা', 'ত']"
9913.png,নবায়নযোগ্য,"['ন', 'বা', 'য়', 'ন', 'যো', 'গ্য']"
3513.png,কাটা,"['কা', 'টা']"
4285.png,পরিবারে,"['প', 'রি', 'বা', 'রে']"
7853.png,উন্নয়ন,"['উ', 'ন্ন', 'য়', 'ন']"
8344.png,ভাবুক,"['ভা', 'বু', 'ক']"
15493.png,আমদানির,"['আ', 'ম', 'দা', 'নি', 'র']"
13038.png,হস্তক্ষেপ,"['হ', 'স্ত', 'ক্ষে', 'প']"
2187.png,আকৃষ্ট,"['আ', 'কৃ', 'ষ্ট']"
11399.png,পণ্যসামগ্রীর,"['প', 'ণ্য', 'সা', 'ম', 'গ্রী', 'র']"
16161.png,মহিলাটি,"['ম', 'হি', 'লা', 'টি']"
7741.png,লাভ,"['লা', 'ভ']"
16434.png,তারপরে,"['তা', 'র', 'প', 'রে']"
14339.png,শূন্য,"['শূ', 'ন্য']"
7814.png,ফেলতে,"['ফে', 'ল', 'তে']"
10217.png,রোপন,"['রো', 'প', 'ন']"
10325.png,ছুটছে,"['ছু', 'ট', 'ছে']"
9049.png,বিশ্বব্যাপী,"['বি', 'শ্ব', 'ব্যা', 'পী']"
13079.png,হাতের,"['হা', 'তে', 'র']"
12108.png,পড়ল,"['প', 'ড়', 'ল']"
8338.png,দেখেছিলাম,"['দে', 'খে', 'ছি', 'লা', 'ম']"
4400.png,গ্রামাঞ্চলে,"['গ্রা', 'মা', 'ঞ্চ', 'লে']"
866.png,বেশ,"['বে', 'শ']"
5918.png,রক্ত,"['র', 'ক্ত']"
5211.png,ঝগড়া,"['ঝ', 'গ', 'ড়া']"
16292.png,বাক্য,"['বা', 'ক্য']"
797.png,সবচেয়ে,"['স', 'ব', 'চে', 'য়ে']"
1110.png,মোচর,"['মো', 'চ', 'র']"
3392.png,বো,['বো']
981.png,বুজলেই,"['বু', 'জ', 'লে', 'ই']"
7020.png,বর্ণ,"['ব', 'র্ণ']"
6509.png,দোকানে,"['দো', 'কা', 'নে']"
12198.png,যেহেতু,"['যে', 'হে', 'তু']"
4507.png,কর্মসংস্থানের,"['ক', 'র্ম', 'স', 'ং', 'স্থা', 'নে', 'র']"
11164.png,আলয়ে,"['আ', 'ল', 'য়ে']"
4157.png,ছায়ার,"['ছা', 'য়া', 'র']"
14565.png,দুই,"['দু', 'ই']"
12798.png,সত্ত্বেও,"['স', 'ত্ত্বে', 'ও']"
12838.png,নিউজ,"['নি', 'উ', 'জ']"
15319.png,সরকারের,"['স', 'র', 'কা', 'রে', 'র']"
7030.png,সর্বোপরি,"['স', 'র্বো', 'প', 'রি']"
17899.png,সার্বিক,"['সা', 'র্বি', 'ক']"
5021.png,বহি,"['ব', 'হি']"
15822.png,বিশ্বাস,"['বি', 'শ্বা', 'স']"
3113.png,দুরে,"['দু', 'রে']"
7283.png,জ্ঞান,"['জ্ঞা', 'ন']"
8980.png,বেশি,"['বে', 'শি']"
11328.png,টো,['টো']
11653.png,বিয়োগ,"['বি', 'য়ো', 'গ']"
2444.png,এজন্য,"['এ', 'জ', 'ন্য']"
2702.png,বোঝায়,"['বো', 'ঝা', 'য়']"
6664.png,তরলতা,"['ত', 'র', 'ল', 'তা']"
9611.png,সারা,"['সা', 'রা']"
2749.png,কুমার,"['কু', 'মা', 'র']"
12105.png,অজানা,"['অ', 'জা', 'না']"
9819.png,ভাঙ্গলে,"['ভা', 'ঙ্গ', 'লে']"
9554.png,জানাই,"['জা', 'না', 'ই']"
11297.png,দশকের,"['দ', 'শ', 'কে', 'র']"
14364.png,বিনা,"['বি', 'না']"
12646.png,সামনেও,"['সা', 'ম', 'নে', 'ও']"
16277.png,মুক্ত,"['মু', 'ক্ত']"
6943.png,সংক্ষেপে,"['স', 'ং', 'ক্ষে', 'পে']"
17204.png,খ্রিস্টাব্দের,"['খ্রি', 'স্টা', 'ব্দে', 'র']"
1833.png,আবার,"['আ', 'বা', 'র']"
2950.png,গতিতে,"['গ', 'তি', 'তে']"
17881.png,আদব,"['আ', 'দ', 'ব']"
4266.png,উপরই,"['উ', 'প', 'র', 'ই']"
10303.png,সংকল্প,"['স', 'ং', 'ক', 'ল্প']"
5437.png,আমরাও,"['আ', 'ম', 'রা', 'ও']"
14631.png,আম,"['আ', 'ম']"
9729.png,পুষ্টি,"['পু', 'ষ্টি']"
6305.png,দোষ,"['দো', 'ষ']"
8258.png,বান্দাগণ,"['বা', 'ন্দা', 'গ', 'ণ']"
16151.png,শুনে,"['শু', 'নে']"
6958.png,অনানুষ্ঠানিক,"['অ', 'না', 'নু', 'ষ্ঠা', 'নি', 'ক']"
7218.png,শত,"['শ', 'ত']"
360.png,সমাজ,"['স', 'মা', 'জ']"
11316.png,সাধারন,"['সা', 'ধা', 'র', 'ন']"
10425.png,ছরিয়ে,"['ছ', 'রি', 'য়ে']"
9250.png,যাহা,"['যা', 'হা']"
12835.png,খুললেই,"['খু', 'ল', 'লে', 'ই']"
13158.png,মেড়ে,"['মে', 'ড়ে']"
3706.png,দিলাম,"['দি', 'লা', 'ম']"
15754.png,দিবে,"['দি', 'বে']"
13937.png,যাহারা,"['যা', 'হা', 'রা']"
17272.png,এদেশ,"['এ', 'দে', 'শ']"
15777.png,বর্জন,"['ব', 'র্জ', 'ন']"
2833.png,আবিস্কার,"['আ', 'বি', 'স্কা', 'র']"
6682.png,সমুদয়,"['স', 'মু', 'দ', 'য়']"
5896.png,ইতিহাসে,"['ই', 'তি', 'হা', 'সে']"
16138.png,চেম্বারে,"['চে', 'ম্বা', 'রে']"
16484.png,কুপ্রবৃত্তি,"['কু', 'প্র', 'বৃ', 'ত্তি']"
4261.png,অতীব,"['অ', 'তী', 'ব']"
7781.png,অতিমাত্রায়,"['অ', 'তি', 'মা', 'ত্রা', 'য়']"
10930.png,হীনমন্যতার,"['হী', 'ন', 'ম', 'ন্য', 'তা', 'র']"
10993.png,অথনৈতিক,"['অ', 'থ', 'নৈ', 'তি', 'ক']"
15872.png,এগুলো,"['এ', 'গু', 'লো']"
11849.png,ক্ষমতাগুলো,"['ক্ষ', 'ম', 'তা', 'গু', 'লো']"
5503.png,মনস্তাত্তিক,"['ম', 'ন', 'স্তা', 'ত্তি', 'ক']"
2008.png,ন্যায়,"['ন্যা', 'য়']"
6574.png,বাছার,"['বা', 'ছা', 'র']"
16065.png,মিটিয়ে,"['মি', 'টি', 'য়ে']"
5148.png,এস,"['এ', 'স']"
7576.png,সারগোদার,"['সা', 'র', 'গো', 'দা', 'র']"
7131.png,মোরা,"['মো', 'রা']"
3076.png,সন্তানদের,"['স', 'ন্তা', 'ন', 'দে', 'র']"
16268.png,মৃত্যু,"['মৃ', 'ত্যু']"
206.png,ওদের,"['ও', 'দে', 'র']"
6893.png,পয়সা,"['প', 'য়', 'সা']"
12014.png,প্রানে,"['প্রা', 'নে']"
1392.png,সমস্ত,"['স', 'ম', 'স্ত']"
3382.png,নিব,"['নি', 'ব']"
6293.png,করেন,"['ক', 'রে', 'ন']"
15024.png,উপন্যাস,"['উ', 'প', 'ন্যা', 'স']"
7207.png,একাকিত্বের,"['এ', 'কা', 'কি', 'ত্বে', 'র']"
908.png,বঙ্গবন্ধুকে,"['ব', 'ঙ্গ', 'ব', 'ন্ধু', 'কে']"
5114.png,ঝলমলে,"['ঝ', 'ল', 'ম', 'লে']"
2891.png,পর,"['প', 'র']"
9287.png,স্বাভাবিকভাবেই,"['স্বা', 'ভা', 'বি', 'ক', 'ভা', 'বে', 'ই']"
14685.png,রোখে,"['রো', 'খে']"
3704.png,হাসিতে,"['হা', 'সি', 'তে']"
16284.png,শর্বরী,"['শ', 'র্ব', 'রী']"
6027.png,উল্টো,"['উ', 'ল্টো']"
14285.png,গ্রিক,"['গ্রি', 'ক']"
1479.png,টা,['টা']
17197.png,যুদ্ধে,"['যু', 'দ্ধে']"
7430.png,অধিকার,"['অ', 'ধি', 'কা', 'র']"
7230.png,পাবেন,"['পা', 'বে', 'ন']"
17834.png,যথেষ্ট,"['য', 'থে', 'ষ্ট']"
346.png,রচিত,"['র', 'চি', 'ত']"
10599.png,বড়,"['ব', 'ড়']"
12709.png,শহরাঞ্চলের,"['শ', 'হ', 'রা', 'ঞ্চ', 'লে', 'র']"
15780.png,হালাল,"['হা', 'লা', 'ল']"
1375.png,মূল্য,"['মূ', 'ল্য']"
2273.png,পার্থক্য,"['পা', 'র্থ', 'ক্য']"
8330.png,কাক,"['কা', 'ক']"
3626.png,সরবরাহ,"['স', 'র', 'ব', 'রা', 'হ']"
2317.png,সাংস্কৃতিক,"['সা', 'ং', 'স্কৃ', 'তি', 'ক']"
6982.png,নভেম্বরে,"['ন', 'ভে', 'ম্ব', 'রে']"
12727.png,মুটে,"['মু', 'টে']"
14759.png,জন্মের,"['জ', 'ন্মে', 'র']"
15837.png,কোনোভাবেই,"['কো', 'নো', 'ভা', 'বে', 'ই']"
15223.png,যুক্তরাষ্ট্র,"['যু', 'ক্ত', 'রা', 'ষ্ট্র']"
17611.png,লোহার,"['লো', 'হা', 'র']"
789.png,প্রাচীনতম,"['প্রা', 'চী', 'ন', 'ত', 'ম']"
4301.png,ব্যয়ের,"['ব্য', 'য়ে', 'র']"
11971.png,যেটা,"['যে', 'টা']"
10875.png,করেছি,"['ক', 'রে', 'ছি']"
1998.png,অবিকল্প,"['অ', 'বি', 'ক', 'ল্প']"
645.png,গান,"['গা', 'ন']"
6615.png,ক্ষেতে,"['ক্ষে', 'তে']"
7564.png,সাদেক,"['সা', 'দে', 'ক']"
11858.png,বিবেক,"['বি', 'বে', 'ক']"
12247.png,বাঁধা,"['বাঁ', 'ধা']"
12916.png,আপদে,"['আ', 'প', 'দে']"
1035.png,অপেক্ষায়,"['অ', 'পে', 'ক্ষা', 'য়']"
16450.png,সরূপ,"['স', 'রূ', 'প']"
16405.png,দোর,"['দো', 'র']"
16186.png,চিন্তা,"['চি', 'ন্তা']"
4974.png,শব্দটি,"['শ', 'ব্দ', 'টি']"
10826.png,মক্কা,"['ম', 'ক্কা']"
448.png,বেসরকারি,"['বে', 'স', 'র', 'কা', 'রি']"
12824.png,পুরুষের,"['পু', 'রু', 'ষে', 'র']"
3077.png,নানা,"['না', 'না']"
16016.png,হসপিটাল,"['হ', 'স', 'পি', 'টা', 'ল']"
12331.png,পার্থক্যের,"['পা', 'র্থ', 'ক্যে', 'র']"
15957.png,লোকটি,"['লো', 'ক', 'টি']"
1430.png,বুঝতেই,"['বু', 'ঝ', 'তে', 'ই']"
1700.png,লোক,"['লো', 'ক']"
7432.png,অধিকারগুলো,"['অ', 'ধি', 'কা', 'র', 'গু', 'লো']"
4346.png,ইসিজি,"['ই', 'সি', 'জি']"
13181.png,নিরাপত্তার,"['নি', 'রা', 'প', 'ত্তা', 'র']"
13711.png,উপাদান,"['উ', 'পা', 'দা', 'ন']"
4029.png,মর্যাদা,"['ম', 'র্যা', 'দা']"
16195.png,বহু,"['ব', 'হু']"
17673.png,বিদ্যালয়,"['বি', 'দ্যা', 'ল', 'য়']"
1485.png,পথ,"['প', 'থ']"
14831.png,সন্তানের,"['স', 'ন্তা', 'নে', 'র']"
13768.png,ভাষায়,"['ভা', 'ষা', 'য়']"
10060.png,বাধার,"['বা', 'ধা', 'র']"
16165.png,তাইতো,"['তা', 'ই', 'তো']"
15299.png,বিরাজমান,"['বি', 'রা', 'জ', 'মা', 'ন']"
10833.png,বীর,"['বী', 'র']"
5429.png,উচ্ছ্বাসই,"['উ', 'চ্ছ্বা', 'স', 'ই']"
17369.png,গর্বিত,"['গ', 'র্বি', 'ত']"
201.png,হাট,"['হা', 'ট']"
7154.png,ভোজ্যতেল,"['ভো', 'জ্য', 'তে', 'ল']"
10885.png,ভায়ের,"['ভা', 'য়ে', 'র']"
899.png,হানাদার,"['হা', 'না', 'দা', 'র']"
9969.png,দূরদৃষ্টি,"['দূ', 'র', 'দৃ', 'ষ্টি']"
5244.png,পুরোপুরি,"['পু', 'রো', 'পু', 'রি']"
1484.png,টাকার,"['টা', 'কা', 'র']"
9537.png,হও,"['হ', 'ও']"
9795.png,চেনেনি,"['চে', 'নে', 'নি']"
17453.png,পরিমাণ,"['প', 'রি', 'মা', 'ণ']"
2577.png,গোত্র,"['গো', 'ত্র']"
12068.png,দেখছে,"['দে', 'খ', 'ছে']"
13714.png,অবহিত,"['অ', 'ব', 'হি', 'ত']"
1696.png,বিনয়ী,"['বি', 'ন', 'য়ী']"
